,photo_id,owner,lat,lon,taken
59,17420683276,41087279@N00,51.54821,-0.141312,2015-05-05 22:24:23
60,18992533428,41087279@N00,51.541504,-0.14677,2015-06-25 20:06:06
61,19114988358,41087279@N00,51.525555,-0.08281,2015-06-26 20:32:47
62,19116442969,41087279@N00,51.525555,-0.08281,2015-06-26 20:32:48
63,19183248571,41087279@N00,51.541504,-0.14677,2015-06-25 22:58:20
64,19225396608,41087279@N00,51.525932,-0.083548,2015-06-28 17:00:43
65,19452994592,41087279@N00,51.525932,-0.083548,2015-06-28 17:04:57
66,19768925584,41087279@N00,51.49312,-0.226272,2015-08-06 21:48:42
67,19947361973,41087279@N00,51.525684,-0.083262,2015-08-13 18:40:24
68,19948844193,41087279@N00,51.525684,-0.083262,2015-08-13 20:26:06
69,19954942203,41087279@N00,51.525684,-0.083262,2015-08-13 20:40:03
70,19955012673,41087279@N00,51.525555,-0.082917,2015-08-13 20:39:06
71,19955013493,41087279@N00,51.5257,-0.083112,2015-08-13 20:41:17
72,20022207226,41087279@N00,51.540775,-0.076379,2015-07-22 14:00:16
73,20232179763,41087279@N00,51.551163,-0.109971,2015-08-23 20:05:19
74,20232189443,41087279@N00,51.551163,-0.109971,2015-08-23 20:05:09
75,20232263743,41087279@N00,51.551163,-0.109971,2015-08-23 19:52:42
76,20232416693,41087279@N00,51.551163,-0.109971,2015-08-23 20:06:37
77,20380247478,41087279@N00,51.525684,-0.083262,2015-08-13 18:39:39
78,20380258630,41087279@N00,51.525684,-0.083262,2015-08-13 18:36:13
79,20380500570,41087279@N00,51.5257,-0.083112,2015-08-13 18:52:26
80,20381549499,41087279@N00,51.525684,-0.083262,2015-08-13 18:40:36
81,20381757419,41087279@N00,51.525684,-0.083262,2015-08-13 18:50:03
82,20397746281,41087279@N00,51.49312,-0.226272,2015-08-06 21:48:30
83,20503550454,23910831@N02,51.531322,-0.124739,2015-06-29 18:04:07
84,20505014883,23910831@N02,51.53009,-0.124353,2015-06-29 17:54:32
85,20561081602,41087279@N00,51.525555,-0.082917,2015-08-13 20:17:29
86,20566891072,41087279@N00,51.525684,-0.083262,2015-08-13 20:34:33
87,20568488285,41087279@N00,51.525684,-0.083262,2015-08-13 18:53:18
88,20575845425,41087279@N00,51.5257,-0.083112,2015-08-13 20:34:34
89,20732843909,41087279@N00,51.527763,-0.080112,2015-08-20 23:55:47
90,20853098838,41087279@N00,51.520206,-0.127759,2015-08-27 15:53:46
91,20853177255,41087279@N00,51.551163,-0.109971,2015-08-23 20:05:17
92,20853962649,30625665@N00,51.508076,-0.114562,2014-02-25 14:48:37
93,20938080990,23910831@N02,51.53113,-0.125056,2015-06-29 18:05:11
94,20938300168,23910831@N02,51.531322,-0.124739,2015-06-29 18:04:27
95,21126184785,23910831@N02,51.531322,-0.124739,2015-06-29 18:04:56
96,21534594932,78828834@N00,51.54368,-0.209105,2015-09-19 12:04:03
97,21628205983,41087279@N00,51.52594,-0.083493,2015-10-08 22:17:15
98,21820299524,41087279@N00,51.5257,-0.083112,2015-10-23 19:06:46
99,21850460134,41087279@N00,51.5257,-0.083112,2015-10-23 23:18:30
100,21868936024,41087279@N00,51.5257,-0.083112,2015-10-24 00:33:34
101,22242095654,41087279@N00,51.525585,-0.08289,2015-11-03 20:59:48
102,22243824083,41087279@N00,51.5257,-0.083098,2015-11-03 21:10:51
103,22256281499,41087279@N00,51.525574,-0.083172,2015-10-23 18:56:46
104,22285470278,41087279@N00,51.5257,-0.083112,2015-10-23 23:18:39
105,22293037673,41087279@N00,51.525585,-0.08289,2015-11-03 20:14:24
106,22443087735,41087279@N00,51.525574,-0.083172,2015-10-23 18:56:48
107,22676855710,41087279@N00,51.525585,-0.08289,2015-11-03 20:59:57
108,22865102965,41087279@N00,51.5257,-0.083112,2015-11-03 21:07:46
109,23352907804,8601483@N06,51.465843,-0.169034,2015-08-01 00:00:00
110,23476230538,45676495@N05,51.509983,-0.13617,2014-11-01 12:34:51
111,23476945868,41802762@N03,51.512173,-0.116622,2014-03-01 15:16:09
112,23477534238,41802762@N03,51.50861,-0.126085,2014-04-16 14:59:37
113,23498824218,45676495@N05,51.509983,-0.13617,2014-11-01 12:54:29
114,23622181851,8601483@N06,51.50515,-0.113339,2015-08-01 00:00:00
115,23625695708,45676495@N05,51.509983,-0.13617,2014-11-01 13:28:31
116,23654986458,133813370@N04,51.480053,-0.483623,2014-09-02 11:35:53
117,23663687628,135911338@N05,51.655502,-0.324099,2014-08-16 18:29:44
118,23663694138,135911338@N05,51.655502,-0.324099,2014-08-16 18:48:28
119,23663698578,135911338@N05,51.655502,-0.324099,2014-08-16 18:38:39
120,23663700478,135911338@N05,51.655502,-0.324099,2014-08-16 18:47:50
121,23663701998,135911338@N05,51.655502,-0.324099,2014-08-16 18:38:06
122,23663703478,135911338@N05,51.655502,-0.324099,2014-08-16 18:41:14
123,23663706878,135911338@N05,51.655502,-0.324099,2014-08-16 18:42:55
124,23663708998,135911338@N05,51.655502,-0.324099,2014-08-16 18:35:15
125,23663711448,135911338@N05,51.655502,-0.324099,2014-08-16 18:38:58
126,23663716148,135911338@N05,51.655502,-0.324099,2014-08-16 18:40:11
127,23663720558,135911338@N05,51.655502,-0.324099,2014-08-16 18:37:21
128,23663738848,135911338@N05,51.655502,-0.324099,2014-08-16 18:41:22
129,23663746528,135911338@N05,51.655502,-0.324099,2014-08-16 18:47:30
130,23726932680,7676405@N04,51.570618,-0.138187,2015-12-23 16:05:59
131,23734647488,23889758@N00,51.51919,-0.126708,2014-01-15 10:56:40
132,23734652288,23889758@N00,51.51919,-0.126708,2014-01-15 11:03:43
133,23757795478,23889758@N00,51.513332,-0.202222,2014-01-18 11:19:20
134,23757809888,23889758@N00,51.513237,-0.202323,2014-01-18 12:39:22
135,23757829168,23889758@N00,51.507374,-0.103336,2014-01-19 11:49:08
136,23797272218,41087279@N00,51.51532,-0.142341,2017-10-11 11:58:40
137,23840263148,79691705@N05,51.47557,-0.424947,2014-01-11 10:33:46
138,23876467667,8952616@N07,51.50504,-0.079189,2014-09-30 09:56:28
139,23904025178,53941041@N00,51.50606,-0.099787,2014-11-03 13:15:58
140,23904342848,53941041@N00,51.51957,-0.090453,2014-12-16 14:28:08
141,23904356888,53941041@N00,51.519672,-0.090484,2014-12-16 14:23:07
142,23904359148,53941041@N00,51.51959,-0.090545,2014-12-16 12:23:37
143,23904362028,53941041@N00,51.51959,-0.090545,2014-12-16 12:23:35
144,23904364398,53941041@N00,51.51959,-0.090523,2014-12-16 12:22:57
145,23904574468,53941041@N00,51.528126,-0.133637,2014-12-08 15:03:01
146,23904579978,53941041@N00,51.518204,-0.081412,2014-12-08 14:31:52
147,24008426428,28370466@N05,51.498665,-0.161667,2014-03-01 16:05:41
148,24008467638,28370466@N05,51.498665,-0.161834,2014-03-01 16:03:45
149,24008474418,28370466@N05,51.498665,-0.161834,2014-03-01 16:03:37
150,24008499368,28370466@N05,51.498665,-0.1625,2014-03-01 16:02:56
151,24025941088,41087279@N00,51.5257,-0.083098,2017-09-02 14:04:49
152,24073765627,63352867@N02,51.505985,-0.075123,2014-02-20 21:10:11
153,24096278047,149075326@N05,51.503593,0.012972,2014-09-03 17:25:31
154,24096281637,149075326@N05,51.504654,0.014275,2014-09-03 17:22:40
155,24096308867,149075326@N05,51.475563,-0.297167,2014-09-03 13:11:20
156,24096314297,149075326@N05,51.475838,-0.296712,2014-09-03 13:09:45
157,24096321547,149075326@N05,51.475964,-0.296795,2014-09-03 13:09:22
158,24096336737,149075326@N05,51.47707,-0.299617,2014-09-03 12:59:45
159,24167231108,73276467@N03,51.522186,-0.193884,2014-01-04 07:37:13
160,24192814663,8601483@N06,51.50421,-0.114125,2015-08-01 00:00:00
161,24209033048,22110327@N08,51.533897,-0.122845,2014-06-25 11:19:39
162,24255145437,108923052@N02,51.56859,-0.100336,2014-07-12 10:54:44
163,24297548938,153103722@N04,51.47935,-0.292618,2014-02-07 19:22:58
164,24299147197,58908649@N04,51.546207,-0.008711,2014-03-22 21:32:52
165,24299150437,58908649@N04,51.546577,-0.008829,2014-03-22 18:22:02
166,24372256897,75965981@N00,51.491173,-0.128532,2014-06-29 13:57:00
167,24406371387,159201066@N07,51.478134,-0.426127,2014-01-19 15:31:02
168,24414046488,159615506@N05,51.50088,-0.125981,2014-12-21 09:48:58
169,24414049688,159615506@N05,51.500736,-0.121078,2014-12-21 09:42:24
170,24414059698,159615506@N05,51.50073,-0.12105,2014-12-21 09:41:27
171,24414062608,159615506@N05,51.501053,-0.122973,2014-12-21 09:35:20
172,24414081208,159615506@N05,51.500248,-0.127426,2014-12-21 09:55:45
173,24414095738,159615506@N05,51.500187,-0.126642,2014-12-21 09:53:13
174,24414110008,159615506@N05,51.501022,-0.12287,2014-12-21 09:37:30
175,24414114658,159615506@N05,51.500996,-0.122942,2014-12-21 09:35:28
176,24414119978,159615506@N05,51.501007,-0.123725,2014-12-21 09:33:47
177,24418287838,146290272@N07,51.50836,-0.12704,2014-04-21 12:05:33
178,24459864857,33075566@N08,51.556934,0.249488,2014-12-06 00:00:00
179,24483069498,10593582@N00,51.510242,-0.130977,2014-12-04 15:46:25
180,24483069868,10593582@N00,51.510242,-0.130977,2014-12-04 15:48:26
181,24548970668,29667181@N05,51.357445,0.084006,2014-08-16 13:54:40
182,24574068978,135911338@N05,51.53139,0.247074,2014-09-06 16:13:15
183,24654077837,79805131@N08,51.506226,-0.172637,2014-04-20 10:16:36
184,24654079127,79805131@N08,51.505444,-0.172154,2014-04-20 10:03:14
185,24786584747,41802762@N03,51.496708,-0.144796,2014-08-17 14:01:24
186,24802124507,150947194@N06,51.536427,-0.102621,2014-06-09 08:52:56
187,24802258288,35672950@N06,51.51931,-0.126948,2014-11-26 13:58:35
188,24871090367,7882754@N06,51.500435,-0.073498,2014-07-17 14:19:21
189,24919747268,25034864@N06,51.45977,-0.481789,2014-04-09 11:46:59
190,24967942677,150947194@N06,51.507835,-0.135086,2014-06-01 00:00:00
191,25045789998,58908649@N04,51.595165,-0.168936,2014-09-05 15:37:19
192,25063919097,126963874@N05,51.508907,-0.126546,2014-09-18 10:43:13
193,25078002637,16613507@N02,51.540222,-0.02577,2014-03-31 12:47:15
194,25088107278,41087279@N00,51.38949,-0.12364,2017-12-09 23:10:35
195,25089479868,149075326@N05,51.559692,-0.159506,2014-09-03 10:52:47
196,25114216035,47532811@N03,51.49963,-0.125675,2016-02-18 16:59:17
197,25161120467,24232779@N00,51.509747,-0.142434,2014-03-21 20:26:43
198,25165649217,75965981@N00,51.520256,-0.093664,2014-12-18 20:40:00
199,25175852377,24232779@N00,51.509747,-0.142434,2014-03-21 22:35:44
200,25201772377,62973218@N02,51.505047,-0.080935,2014-09-26 11:18:16
201,25229067327,75965981@N00,51.508858,-0.129379,2014-12-28 13:06:00
202,25235307337,161814613@N02,51.478104,-0.013187,2014-01-06 06:28:21
203,25235307797,161814613@N02,51.478104,-0.013187,2014-01-06 08:41:40
204,25282675821,41087279@N00,51.525547,-0.082999,2016-02-25 15:28:13
205,25286906208,7882754@N06,51.49482,0.036763,2014-07-17 15:42:19
206,25294583578,58908649@N04,51.546402,-0.008647,2014-03-22 18:12:27
207,25355476427,158363858@N03,51.499565,-0.134561,2014-03-08 13:57:09
208,25413044488,75965981@N00,51.279846,-0.374039,2014-07-01 12:49:00
209,25436566098,75965981@N00,51.279846,-0.374039,2014-07-01 13:12:11
210,25472996757,150186773@N04,51.509445,-0.134603,2014-09-13 23:41:21
211,25480302177,48774475@N07,51.514458,-0.149495,2014-08-08 19:17:29
212,25519838168,53400673@N08,51.500446,-0.120003,2014-04-08 13:48:32
213,25525279177,96333676@N05,51.46698,-0.114987,2014-12-07 00:18:16
214,25525280957,96333676@N05,51.46717,-0.1154,2014-12-06 23:36:14
215,25525284087,96333676@N05,51.46454,-0.109795,2014-12-06 23:28:22
216,25525284717,96333676@N05,51.46454,-0.109795,2014-12-06 23:28:19
217,25525285557,96333676@N05,51.465244,-0.111298,2014-12-06 23:22:27
218,25525286117,96333676@N05,51.465755,-0.112384,2014-12-06 23:21:30
219,25620512157,68228150@N00,51.47095,-0.486683,2014-08-29 00:40:45
220,25722032087,145361631@N02,51.483807,-0.008947,2014-07-29 16:07:11
221,25722036887,145361631@N02,51.483135,-0.009999,2014-07-29 15:58:19
222,25722041647,145361631@N02,51.48291,-0.009999,2014-07-29 15:51:42
223,25742618287,94106712@N02,51.50798,-0.08774,2014-08-16 22:03:57
224,25746882148,75965981@N00,51.508457,-0.098609,2014-08-09 14:57:00
225,25799632538,28121598@N03,51.5218,-0.181896,2014-03-09 14:32:46
226,25818002898,7806017@N04,51.501427,-0.119858,2014-01-11 17:33:32
227,25838097618,19538227@N00,51.6244,0.266924,2014-10-18 14:02:19
228,25868735248,7882754@N06,51.500652,-0.061803,2014-07-17 14:25:37
229,25868739998,7882754@N06,51.483067,-0.010181,2014-07-17 15:08:50
230,25874936668,78173511@N03,51.50087,-0.124593,2014-04-01 00:00:00
231,25876402647,91573405@N08,51.511284,-0.128638,2014-03-01 20:50:15
232,25899464248,14271680@N00,51.443367,0.18643,2014-04-09 09:05:00
233,25899469328,14271680@N00,51.44339,0.186294,2014-01-09 16:07:13
234,25899470408,14271680@N00,51.44355,0.186216,2014-01-05 12:15:22
235,25899470928,14271680@N00,51.44337,0.186374,2014-01-05 11:42:08
236,25925206947,115168634@N05,51.52326,-0.158078,2014-09-24 21:57:19
237,25925208017,115168634@N05,51.541183,-0.147156,2014-09-24 17:34:27
238,25925225267,115168634@N05,51.505123,-0.128338,2014-09-25 18:13:51
239,25925235087,115168634@N05,51.509636,-0.135591,2014-09-25 04:59:26
240,25925238257,115168634@N05,51.52326,-0.158078,2014-09-24 22:25:49
241,25925243437,115168634@N05,51.532227,-0.177412,2014-09-24 21:44:05
242,25925245227,115168634@N05,51.521976,-0.183742,2014-09-24 21:15:52
243,25925361607,115168634@N05,51.50949,-0.093791,2014-09-18 14:31:15
244,25925365027,115168634@N05,51.508495,-0.098276,2014-09-18 14:21:36
245,25925366477,115168634@N05,51.51425,-0.104917,2014-09-18 04:21:53
246,25934769967,150947194@N06,51.554905,-0.079414,2014-06-04 16:40:49
247,25952066258,44795158@N06,51.497063,-0.169569,2014-06-27 15:58:01
248,25952066948,44795158@N06,51.497063,-0.169569,2014-06-27 15:56:08
249,25968345008,91444622@N03,51.409332,-0.062,2014-07-05 13:58:10
250,25985603797,150947194@N06,51.588486,-0.133391,2014-06-08 10:15:00
251,25990507527,47951167@N04,51.502018,-0.140032,2015-04-26 15:51:01
252,25990510067,47951167@N04,51.502018,-0.140032,2015-04-26 15:50:42
253,25990546927,47951167@N04,51.502018,-0.140032,2015-04-26 15:49:21
254,25990574027,47951167@N04,51.502018,-0.140032,2015-04-26 15:46:10
255,25990582237,47951167@N04,51.502018,-0.140032,2015-04-26 15:45:57
256,25998651298,128738365@N03,51.5091,-0.090036,2014-09-30 16:13:13
257,26024560748,28121598@N03,51.46031,-0.116708,2014-09-26 10:11:53
258,26045830277,58532351@N00,51.58095,-0.059751,2015-12-28 08:05:10
259,26045983057,58532351@N00,51.58095,-0.059751,2015-12-28 08:12:11
260,26045984707,58532351@N00,51.58095,-0.059751,2015-12-28 08:01:23
261,26045985827,58532351@N00,51.58095,-0.059751,2015-12-28 07:11:43
262,26045986867,58532351@N00,51.58095,-0.059751,2015-12-28 07:11:36
263,26045988357,58532351@N00,51.58095,-0.059751,2015-12-28 07:10:37
264,26075024578,36148977@N00,51.523586,-0.125442,2014-01-18 14:26:11
265,26075024878,36148977@N00,51.523586,-0.125442,2014-01-18 14:24:35
266,26084074217,149140425@N03,51.504654,-0.091667,2015-09-27 09:48:37
267,26113596647,52342390@N02,51.552704,-0.15952,2014-09-28 20:13:11
268,26132346550,7676405@N04,51.50595,-0.033388,2016-04-09 18:45:50
269,26139210927,12297585@N05,51.532516,-0.12351,2015-08-20 17:08:23
270,26140583979,35672950@N06,51.51931,-0.126948,2014-11-26 11:42:58
271,26159631498,24232779@N00,51.509747,-0.142434,2014-03-21 20:26:43
272,26174536018,24232779@N00,51.509747,-0.142434,2014-03-21 22:59:34
273,26174629948,24232779@N00,51.509747,-0.142434,2014-03-21 23:02:05
274,26174637198,24232779@N00,51.509747,-0.142434,2014-03-21 23:02:06
275,26184221859,35672950@N06,51.51479,-0.144642,2014-11-28 11:29:30
276,26185864637,122494327@N06,51.503845,-0.160381,2015-10-27 17:05:05
277,26185905577,122494327@N06,51.503845,-0.160381,2015-10-27 17:03:06
278,26192933379,142275750@N02,51.50989,-0.087053,2014-04-28 04:24:13
279,26193982508,24232779@N00,51.495968,-0.1764,2014-03-22 13:06:56
280,26194531748,24232779@N00,51.496624,-0.177978,2014-03-22 13:32:46
281,26200157607,58532351@N00,51.51325,-0.13892,2015-12-29 18:02:41
282,26200166157,58532351@N00,51.515537,-0.174075,2015-12-29 17:25:43
283,26217241709,8123907@N06,51.50535,-0.079864,2014-11-01 16:27:52
284,26221393297,60644322@N05,51.500893,-0.123667,2015-11-08 10:46:08
285,26221393477,60644322@N05,51.500824,-0.122973,2015-11-08 10:43:08
286,26221393617,60644322@N05,51.500828,-0.120756,2015-11-08 10:32:52
287,26221393677,60644322@N05,51.50085,-0.123034,2015-11-08 10:42:48
288,26221394077,60644322@N05,51.51019,-0.079148,2015-11-08 10:03:05
289,26232997698,134989406@N02,51.59726,-0.239424,2014-09-02 17:23:17
290,26233178658,161814613@N02,51.4956,-0.1489,2014-01-02 12:39:54
291,26233179418,161814613@N02,51.4956,-0.1489,2014-01-03 07:58:03
292,26233179678,161814613@N02,51.4956,-0.1489,2014-01-03 09:32:29
293,26233179828,161814613@N02,51.4956,-0.1489,2014-01-04 06:27:07
294,26233179948,161814613@N02,51.4956,-0.1489,2014-01-04 08:10:02
295,26233180088,161814613@N02,51.4956,-0.1489,2014-01-04 08:36:39
296,26233180338,161814613@N02,51.4956,-0.1489,2014-01-05 10:55:29
297,26233180578,161814613@N02,51.478104,-0.013187,2014-01-06 06:16:10
298,26233180668,161814613@N02,51.478104,-0.013187,2014-01-06 06:53:58
299,26233180878,161814613@N02,51.478104,-0.013187,2014-01-06 10:01:39
300,26243159107,13508441@N03,51.48337,-0.009928,2015-07-25 14:32:37
301,26243223098,40279823@N00,51.311134,-0.249809,2014-06-07 19:06:21
302,26254013797,56732691@N00,51.491386,-0.193612,2015-06-30 17:37:35
303,26293029167,8734876@N07,51.52407,-0.13013,2015-03-24 13:25:39
304,26293850177,8734876@N07,51.51479,-0.147317,2015-03-21 18:15:01
305,26293850667,8734876@N07,51.51479,-0.147317,2015-03-21 18:14:48
306,26293851587,8734876@N07,51.51479,-0.147317,2015-03-21 18:14:42
307,26294956107,95665996@N03,51.488197,-0.391473,2014-01-01 13:46:58
308,26294991257,95665996@N03,51.49652,-0.176532,2014-01-20 11:27:07
309,26295009077,95665996@N03,51.49652,-0.176532,2014-01-20 12:58:02
310,26295287587,95665996@N03,51.488197,-0.391473,2014-03-23 21:40:49
311,26295293037,95665996@N03,51.488197,-0.391473,2014-03-23 21:41:47
312,26295378877,95665996@N03,51.489906,-0.415463,2014-03-24 11:32:17
313,26295407287,95665996@N03,51.489906,-0.415463,2014-03-24 11:40:33
314,26295441647,95665996@N03,51.489906,-0.415463,2014-03-24 12:11:47
315,26295452637,95665996@N03,51.49268,-0.412962,2014-03-24 12:20:33
316,26296016207,95665996@N03,51.488197,-0.391473,2014-04-25 07:11:42
317,26296462427,95665996@N03,51.40979,-0.333559,2014-05-25 15:10:56
318,26296732147,95665996@N03,51.488197,-0.391473,2014-06-07 16:54:04
319,26296737007,95665996@N03,51.488197,-0.391473,2014-06-07 16:50:47
320,26297267227,95665996@N03,51.509705,-0.077666,2014-07-07 16:07:10
321,26297324037,95665996@N03,51.509705,-0.077666,2014-07-07 16:00:38
322,26297336277,95665996@N03,51.509705,-0.077666,2014-07-07 16:00:36
323,26297345447,95665996@N03,51.509705,-0.077666,2014-07-07 16:00:35
324,26297375247,95665996@N03,51.509705,-0.077666,2014-07-07 16:00:31
325,26297385217,95665996@N03,51.509705,-0.077666,2014-07-07 16:00:30
326,26297420557,95665996@N03,51.509705,-0.077666,2014-07-07 14:52:48
327,26297430307,95665996@N03,51.509705,-0.077666,2014-07-07 14:52:05
328,26297474497,95665996@N03,51.509705,-0.077666,2014-07-07 14:10:56
329,26297557427,95665996@N03,51.509705,-0.077666,2014-07-07 14:04:55
330,26297648597,95665996@N03,51.50734,-0.450203,2014-07-15 08:21:51
331,26297701957,95665996@N03,51.479836,-0.450203,2014-07-24 07:25:01
332,26297826057,95665996@N03,51.421047,-0.070123,2014-07-26 17:53:07
333,26297865937,95665996@N03,51.421047,-0.070123,2014-07-26 17:33:02
334,26297922697,95665996@N03,51.421047,-0.070123,2014-07-26 17:03:23
335,26297956807,95665996@N03,51.421047,-0.070123,2014-07-26 16:55:38
336,26298025707,95665996@N03,51.421047,-0.070123,2014-07-26 16:29:55
337,26298034287,95665996@N03,51.421047,-0.070123,2014-07-26 16:01:07
338,26298060967,95665996@N03,51.421047,-0.070123,2014-07-26 15:47:26
339,26298302147,95665996@N03,51.421047,-0.070123,2014-07-26 14:17:47
340,26298315717,95665996@N03,51.421047,-0.070123,2014-07-26 14:08:42
341,26298360687,95665996@N03,51.421047,-0.070123,2014-07-26 13:58:54
342,26298398767,95665996@N03,51.421047,-0.070123,2014-07-26 13:46:00
343,26308638237,95665996@N03,51.488197,-0.391473,2014-11-17 08:28:37
344,26314991647,49820021@N07,51.51934,-0.127265,2014-06-12 15:46:07
345,26314994427,49820021@N07,51.51934,-0.127265,2014-06-12 16:04:45
346,26314997667,49820021@N07,51.51934,-0.127265,2014-06-12 16:18:03
347,26316362897,39157151@N00,51.499443,-0.125164,2015-10-28 16:52:13
348,26316364467,39157151@N00,51.51874,-0.207262,2015-05-02 17:09:17
349,26316388357,39157151@N00,51.508976,-0.128198,2015-07-29 15:16:11
350,26330105619,35672950@N06,51.51479,-0.144642,2014-11-28 11:31:46
351,26330374067,95665996@N03,51.485725,-0.319558,2015-01-31 11:48:39
352,26330709187,95665996@N03,51.49305,-0.291105,2015-02-27 15:21:50
353,26330843227,95665996@N03,51.499172,-0.284904,2015-02-27 16:40:27
354,26335300937,55270674@N04,51.510406,-0.187853,2015-12-28 07:42:23
355,26340559579,131483633@N07,51.460384,-0.496916,2014-08-22 09:52:23
356,26356535447,160588208@N03,51.531467,-0.123853,2014-12-20 21:06:45
357,26397779887,75965981@N00,51.495975,-0.139593,2015-05-25 13:24:00
358,26429589869,35672950@N06,51.51931,-0.126948,2014-11-26 12:01:58
359,26430538167,75965981@N00,51.491173,-0.128532,2015-05-25 14:13:12
360,26430602967,16658324@N08,51.35435,-0.463,2014-04-13 11:46:30
361,26451056607,16658324@N08,51.353466,-0.464031,2014-04-13 11:11:20
362,26495616527,160588208@N03,51.50193,-0.118703,2014-12-27 14:26:16
363,26495998297,160588208@N03,51.501087,-0.127308,2014-12-28 18:21:32
364,26499868427,16658324@N08,51.355278,-0.464314,2014-04-13 09:27:25
365,26509429359,159615506@N05,51.49925,-0.129256,2014-12-21 10:07:40
366,26526658758,96333676@N05,51.466206,-0.115948,2014-12-07 00:26:59
